nace_r2,sizeclas,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
K,GE10,AVG_3Y,HU	2.3 p	1.9 	1.7 	1.5 	1.2 	1.0 	1.0 	1.0 	1.2 	1.4 	1.7 
K,GE10,AVG_3Y,IE	2.6 p	2.6 	2.3 	2.2 	2.2 	2.2 	1.9 	1.3 	1.2 	: 	: 
K,GE10,AVG_3Y,IT	0.7 p	0.6 p	0.5 p	0.4 p	0.3 p	0.4 p	0.5 p	0.6 p	0.8 p	1.0 p	1.1 p
K,GE10,AVG_3Y,LT	3.6 	3.4 	3.0 	2.6 	2.2 	1.9 	1.5 	1.4 	2.0 	: 	: 
K,GE10,AVG_3Y,LU	1.3 	1.1 	1.0 	0.9 	0.8 	0.8 	0.7 	0.5 	0.6 	: 	: 
K,GE10,AVG_3Y,LV	2.2 	2.1 	2.1 	1.8 	1.5 	1.2 	1.0 	0.7 	1.0 	: 	: 
K,GE10,AVG_3Y,MT	1.6 b	1.9 b	2.0 b	1.7 b	1.7 p	1.9 u	2.1 	1.6 	: 	: 	: 
K,GE10,AVG_3Y,NO	1.7 	1.5 	1.3 	1.2 	1.3 	1.5 	1.6 	: 	: 	: 	: 
K,GE10,AVG_3Y,PL	0.7 	0.6 	0.5 	0.4 	0.4 	0.4 	0.4 	0.4 	: 	: 	: 
K,GE10,AVG_3Y,PT	0.5 	0.5 	0.4 	0.3 	0.2 	0.2 	0.3 	0.3 	0.2 	: 	: 
K,GE10,AVG_3Y,RO	1.5 	1.4 	1.1 	0.9 	0.8 	0.8 	0.8 	0.8 	: 	: 	: 
K,GE10,AVG_3Y,SE	2.4 	1.9 	1.6 	1.4 	1.3 	1.3 	1.2 	1.0 	: 	: 	: 
K,GE10,AVG_3Y,SI	0.8 u	0.8 b	0.8 b	0.7 b	0.5 	0.4 	0.4 	0.5 	0.6 	: 	: 
K,GE10,AVG_3Y,SK	2.5 	2.7 	2.8 	2.3 	2.0 	1.8 	1.8 	1.7 	2.0 	: 	: 
K,GE10,AVG_A,BE	2.3 	2.0 	1.8 	1.8 	1.4 	1.3 b	2.2 b	: 	: 	: 	: 
K,GE10,AVG_A,BG	0.6 p	0.7 p	0.5 	0.4 	0.8 	0.4 	0.4 	0.5 	0.7 	1.0 	: 
K,GE10,AVG_A,CY	1.4 	1.4 	0.5 	0.9 	0.5 	0.1 	0.2 	0.5 	0.6 	0.4 	: 
K,GE10,AVG_A,CZ	1.0 	1.0 	1.2 	1.3 	1.5 	1.6 	1.4 	1.3 	1.1 	0.9 	1.1 
K,GE10,AVG_A,DE	1.3 	0.8 	0.9 	0.8 	0.9 	1.0 	1.1 	0.8 	: 	: 	: 
K,GE10,AVG_A,DK	1.5 p	1.8 	1.7 	1.5 	1.2 	1.0 	0.9 	1.0 	1.0 	: 	: 
K,GE10,AVG_A,EE	2.8 	2.5 	2.6 	2.3 	1.6 	1.6 	1.3 	1.4 	1.5 	0.7 	1.8 
K,GE10,AVG_A,EL	0.1 	0.1 	0.0 	0.0 	0.2 	: 	0.1 	0.1 	0.2 	0.1 	: 
K,GE10,AVG_A,ES	0.4 p	0.3 	0.3 	0.2 	0.2 	0.2 b	0.2 	0.3 	0.3 	0.2 	: 
K,GE10,AVG_A,FI	1.4 	1.1 	0.9 	0.8 	1.1 	0.8 b	1.4 	1.9 	1.6 	0.8 	: 
K,GE10,AVG_A,FR	1.0 	0.9 	0.8 	0.8 	0.6 	0.5 	0.5 	0.6 	0.5 	0.5 	0.4 
K,GE10,AVG_A,HR	0.4 	0.4 	0.4 b	0.3 	0.4 	0.5 	0.3 	0.5 	0.3 	: 	: 
K,GE10,AVG_A,HU	2.7 p	2.2 	1.9 	1.7 	1.5 	1.2 	0.9 	0.9 	1.2 	0.8 	1.7 
K,GE10,AVG_A,IE	2.6 p	2.7 	2.6 	2.4 	2.0 	2.2 	2.4 	1.9 	1.5 	0.6 	1.6 
K,GE10,AVG_A,IT	0.8 p	0.7 p	0.5 p	0.5 p	0.3 p	0.3 p	0.3 p	0.5 p	0.6 p	0.6 p	1.1 p
K,GE10,AVG_A,LT	3.4 	3.6 	3.7 	2.8 	2.5 	2.5 	1.5 	1.6 	1.4 	1.1 	3.4 
K,GE10,AVG_A,LU	1.6 	1.2 	1.1 	1.1 	0.9 	0.8 	0.8 	0.7 	0.6 	0.3 	0.9 
K,GE10,AVG_A,LV	2.3 	2.1 	2.1 	2.1 	2.0 	1.2 	1.3 	1.0 	0.6 	0.5 	1.8 
K,GE10,AVG_A,MT	1.6 b	1.3 b	2.0 p	2.3 b	1.6 p	1.3 u	2.2 u	2.0 u	2.1 p	0.8 	: 
K,GE10,AVG_A,NO	1.9 	1.9 	1.4 	1.2 	1.3 	1.2 	1.4 	1.8 	1.7 	: 	: 
K,GE10,AVG_A,PL	0.7 	0.8 	0.7 	0.5 	0.5 	0.3 	0.5 	0.4 	0.4 	0.4 	: 
K,GE10,AVG_A,PT	0.6 	0.6 	0.5 	0.5 	0.3 	0.1 	0.2 	0.2 	0.3 	0.3 	0.1 
K,GE10,AVG_A,RO	1.2 	1.7 	1.4 	0.9 	0.8 	0.8 	0.9 	0.8 	0.8 	0.9 	: 
K,GE10,AVG_A,SE	3.0 	2.4 	1.9 	1.5 	1.3 	1.4 	1.3 	1.2 	1.0 	0.8 	: 
K,GE10,AVG_A,SI	0.9 	0.8 u	0.8 	0.8 b	0.8 	0.5 	0.4 	0.4 	0.5 	0.5 	0.9 
K,GE10,AVG_A,SK	2.2 	1.9 	3.5 	2.6 	2.4 	1.8 	1.9 	1.7 	1.7 	1.6 	2.7 
K,TOTAL,AVG_3Y,AT	1.5 	1.3 	1.0 	0.9 	1.1 	1.5 	1.7 	1.7 	: 	: 	: 
K,TOTAL,AVG_3Y,BE	2.4 	2.2 	1.9 	1.6 b	1.7 b	1.7 	1.7 	: 	: 	: 	: 
K,TOTAL,AVG_3Y,BG	0.6 p	0.6 p	0.6 	0.5 	0.5 	0.4 	0.5 	0.7 	: 	: 	: 
K,TOTAL,AVG_3Y,CH	2.1 	2.0 	1.9 	1.7 	1.7 	1.7 	1.8 	1.8 	1.8 	1.9 	2.2 
K,TOTAL,AVG_3Y,CY	1.2 	1.0 	0.6 	0.5 	0.2 	0.3 	0.4 	0.5 	: 	: 	: 
K,TOTAL,AVG_3Y,CZ	1.5 	1.6 	1.6 	1.7 	1.6 	1.5 	1.3 	1.1 	1.1 	: 	: 
K,TOTAL,AVG_3Y,DE	1.2 	1.3 	1.5 	1.5 	1.5 	1.4 	: 	: 	: 	: 	: 
K,TOTAL,AVG_3Y,DK	1.7 p	1.7 	1.4 	1.2 	1.0 	1.0 	1.0 	: 	: 	: 	: 
K,TOTAL,AVG_3Y,EA	1.2 e	1.2 e	1.1 e	1.1 e	1.1 	1.0 	: 	: 	: 	: 	: 
K,TOTAL,AVG_3Y,EA19	1.2 e	1.2 e	1.1 e	1.1 e	1.1 	1.0 	: 	: 	: 	: 	: 
K,TOTAL,AVG_3Y,EE	2.6 	2.3 	2.0 	1.6 	1.4 	1.3 	1.3 	1.1 	1.2 	: 	: 
K,TOTAL,AVG_3Y,EL	0.1 	0.1 	0.1 	: c	: c	: c	0.1 	0.2 	: 	: 	: 
K,TOTAL,AVG_3Y,ES	0.3 p	0.3 	0.2 	0.2 b	0.2 b	0.3 b	0.3 	0.3 	: 	: 	: 
K,TOTAL,AVG_3Y,EU	1.7 e	1.6 e	1.5 e	1.5 e	1.4 	1.3 	: 	: 	: 	: 	: 
K,TOTAL,AVG_3Y,EU27	1.7 e	1.6 e	1.5 e	1.5 e	1.4 	1.3 	: 	: 	: 	: 	: 
K,TOTAL,AVG_3Y,EU28	1.7 e	1.6 e	1.5 e	1.5 e	1.4 	1.3 	: 	: 	: 	: 	: 
K,TOTAL,AVG_3Y,FI	1.3 	1.1 	0.9 	0.9 b	1.2 b	1.5 b	1.7 	1.4 	: 	: 	: 
K,TOTAL,AVG_3Y,HR	0.4 b	0.4 b	0.3 b	0.4 	0.4 	: 	: 	: 	: 	: 	: 
K,TOTAL,AVG_3Y,HU	2.2 p	1.9 	1.7 	1.4 	1.2 	1.0 	1.0 	1.0 	1.2 	1.5 	1.8 
K,TOTAL,AVG_3Y,IE	2.5 p	2.4 	2.2 	2.1 	2.1 	2.1 	1.9 	1.3 	1.2 	: 	: 
K,TOTAL,AVG_3Y,LT	3.3 	3.1 	2.7 	2.4 	2.0 	1.8 	1.4 	1.3 	1.9 	: 	: 
K,TOTAL,AVG_3Y,LU	1.2 	1.1 	1.0 	0.9 	0.8 	0.7 	0.7 	0.5 	0.6 	: 	: 
K,TOTAL,AVG_3Y,LV	2.0 	2.0 	1.9 	1.7 	1.4 	1.1 	1.0 	0.7 	0.9 	: 	: 
K,TOTAL,AVG_3Y,MK	0.9 	0.8 	0.8 	0.7 	0.6 	: 	: 	: 	: 	: 	: 
K,TOTAL,AVG_3Y,NL	3.5 p	3.0 p	2.5 p	2.5 p	2.5 	2.7 	2.6 	2.6 	2.9 	3.9 	4.9 
K,TOTAL,AVG_3Y,NO	1.8 	1.6 	1.4 	1.4 	1.4 	1.7 	2.0 	2.2 	: 	: 	: 
K,TOTAL,AVG_3Y,PL	0.7 	0.7 	0.6 	0.5 	0.5 	0.5 	0.5 	0.4 	: 	: 	: 
K,TOTAL,AVG_3Y,PT	0.4 	0.4 	0.3 	0.2 	0.2 	0.1 	0.2 	0.2 	0.3 	: 	: 
K,TOTAL,AVG_3Y,RO	1.4 	1.4 	1.1 	0.9 	0.9 	0.8 	0.8 	0.9 	: 	: 	: 
K,TOTAL,AVG_3Y,SE	2.5 	2.0 	1.7 	1.5 	1.4 	1.4 	1.3 	1.1 	: 	: 	: 
K,TOTAL,AVG_3Y,SI	0.9 u	0.9 b	1.0 b	0.8 b	0.6 	0.5 	0.5 	0.6 	0.7 	: 	: 
K,TOTAL,AVG_3Y,SK	2.7 	2.8 	2.8 	2.2 	1.9 	1.7 	1.7 	1.6 	1.9 	: 	: 
K,TOTAL,AVG_3Y,UK	3.2 p	3.1 	3.1 	3.1 	2.7 	2.4 	2.4 	2.4 	2.6 	2.9 	3.3 
K,TOTAL,AVG_A,AT	1.5 	2.2 	0.9 	0.9 	1.2 	0.8 	1.4 	2.5 	1.2 	1.4 	: 
K,TOTAL,AVG_A,BE	2.6 	2.3 	2.2 	2.0 	1.4 	1.3 b	2.4 b	1.4 	1.2 	: 	: 
K,TOTAL,AVG_A,BG	0.7 p	0.7 p	0.5 	0.4 	0.7 	0.4 	0.4 	0.4 	0.7 	1.0 	: 
K,TOTAL,AVG_A,CH	2.1 	2.3 	2.0 	1.8 	1.8 	1.6 	1.6 	1.8 	1.9 	1.5 	2.0 
K,TOTAL,AVG_A,CY	1.6 	1.5 	0.6 	0.9 	0.4 	0.1 	0.2 	0.5 	0.5 	0.4 	: 
K,TOTAL,AVG_A,CZ	1.3 	1.6 	1.6 	1.7 	1.6 	1.8 	1.6 	1.3 	1.1 	1.0 	1.2 
K,TOTAL,AVG_A,DE	1.4 	1.1 	1.3 	1.5 	1.7 	1.4 	1.4 	1.3 	: 	: 	: 
K,TOTAL,AVG_A,DK	1.5 p	1.9 	1.6 	1.5 	1.1 	0.9 	1.1 	0.9 	0.9 	: 	: 
K,TOTAL,AVG_A,EA	1.4 e	1.2 e	1.1 e	1.1 e	1.1 e	1.0 e	1.1 e	1.1 e	: 	: 	: 
K,TOTAL,AVG_A,EA19	1.4 e	1.2 e	1.1 e	1.1 e	1.1 e	1.0 e	1.1 e	1.1 e	: 	: 	: 
K,TOTAL,AVG_A,EE	3.1 	2.3 	2.4 	2.1 	1.4 	1.4 	1.2 	1.3 	1.3 	0.7 	1.7 
K,TOTAL,AVG_A,EL	0.1 	0.1 	0.1 	0.0 	0.3 	: c	0.1 	0.1 	0.2 	0.1 	: 
K,TOTAL,AVG_A,ES	0.4 p	0.3 	0.3 	0.2 	0.2 	0.2 b	0.2 	0.4 	0.3 	0.2 	: 
K,TOTAL,AVG_A,EU	1.8 e	1.7 e	1.5 e	1.5 e	1.5 e	1.3 e	1.3 e	1.3 e	: 	: 	: 
K,TOTAL,AVG_A,EU27	1.8 e	1.7 e	1.5 e	1.5 e	1.5 e	1.3 e	1.3 e	1.3 e	: 	: 	: 
K,TOTAL,AVG_A,EU28	1.8 e	1.7 e	1.5 e	1.5 e	1.5 e	1.3 e	1.2 e	1.3 e	: 	: 	: 
K,TOTAL,AVG_A,FI	1.6 	1.5 	0.9 	0.9 	1.0 	0.9 b	1.7 	1.7 	1.7 	0.7 	: 
K,TOTAL,AVG_A,HR	0.4 	0.4 	0.4 b	0.3 	0.4 	0.6 	0.3 	: 	: 	: 	: 
K,TOTAL,AVG_A,HU	2.7 p	2.1 	1.9 	1.7 	1.5 	1.2 	0.9 	1.0 	1.1 	0.8 	1.7 
K,TOTAL,AVG_A,IE	2.5 p	2.6 	2.4 	2.2 	2.0 	2.1 	2.3 	1.8 	1.5 	0.6 	1.5 
K,TOTAL,AVG_A,LT	3.3 	3.3 	3.4 	2.5 	2.3 	2.4 	1.4 	1.5 	1.4 	1.1 	3.2 
K,TOTAL,AVG_A,LU	1.5 	1.1 	1.1 	1.1 	0.9 	0.8 	0.7 	0.7 	0.6 	0.3 	0.9 
K,TOTAL,AVG_A,LV	2.1 	2.0 	2.0 	2.0 	1.9 	1.1 	1.2 	1.1 	0.6 	0.5 	1.7 
K,TOTAL,AVG_A,MK	0.9 	0.7 	1.0 	0.7 	0.8 	0.6 	0.5 	: 	: 	: 	: 
K,TOTAL,AVG_A,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
K,TOTAL,AVG_A,NL	4.1 p	3.6 p	2.7 p	2.5 p	2.4 	2.5 	2.7 	3.0 	2.2 	2.7 	3.8 
K,TOTAL,AVG_A,NO	2.0 	1.9 	1.5 	1.4 	1.3 	1.4 	1.5 	2.3 	2.2 	: c	: 
K,TOTAL,AVG_A,PL	0.7 	0.8 	0.7 	0.5 	0.5 	0.4 	0.6 	0.4 	0.4 	0.5 	: 
K,TOTAL,AVG_A,PT	0.4 	0.4 	0.3 	0.3 	0.3 	0.1 	0.2 	0.2 	0.3 	0.2 	0.3 
K,TOTAL,AVG_A,RO	1.2 	1.7 	1.4 	1.0 	0.9 	0.9 	0.9 	0.8 	0.8 	1.0 	: 
K,TOTAL,AVG_A,SE	3.1 	2.4 	2.0 	1.6 	1.4 	1.5 	1.4 	1.4 	1.2 	0.8 	: 
K,TOTAL,AVG_A,SI	1.0 u	0.9 u	1.0 	1.0 b	0.9 	0.6 	0.4 	0.6 	0.6 	0.6 	0.8 
K,TOTAL,AVG_A,SK	2.5 	2.2 	3.5 	2.5 	2.2 	1.7 	1.8 	1.7 	1.6 	1.5 	2.6 
K,TOTAL,AVG_A,UK	3.5 p	3.4 	2.8 	3.2 	3.3 	2.7 	2.2 	2.4 	2.7 	2.0 	3.0 
L,GE10,AVG_3Y,BE	2.5 	2.0 	2.0 	1.8 	1.9 	: 	: 	: 	: 	: 	: 
L,GE10,AVG_3Y,BG	0.2 p	0.3 p	0.3 	0.4 	0.4 	0.9 	0.8 	0.9 	: 	: 	: 
L,GE10,AVG_3Y,CY	2.2 	1.2 	0.8 	0.3 	0.2 	0.0 	0.5 	0.6 	: 	: 	: 
L,GE10,AVG_3Y,CZ	14.7 	10.7 	7.2 	6.0 	5.8 	5.7 	5.3 	6.2 	11.1 	: 	: 
L,GE10,AVG_3Y,DE	1.6 	1.3 	1.3 	1.6 	1.5 	1.4 	: 	: 	: 	: 	: 
L,GE10,AVG_3Y,DK	1.4 p	1.3 	1.1 	1.1 	1.0 	0.9 	0.9 	: 	: 	: 	: 
L,GE10,AVG_3Y,EE	0.9 	0.6 	0.4 	0.3 	0.4 	0.6 	0.6 	0.5 	0.6 	: 	: 
L,GE10,AVG_3Y,EL	4.5 	2.0 	2.1 	: 	: 	: 	: 	: 	: 	: 	: 
L,GE10,AVG_3Y,ES	0.8 p	0.7 	0.7 	0.7 b	0.5 b	0.4 b	0.4 	0.4 	: 	: 	: 
L,GE10,AVG_3Y,FI	2.0 	1.5 	3.5 	3.6 b	3.4 b	1.9 b	2.4 	2.4 	: 	: 	: 
L,GE10,AVG_3Y,FR	1.1 	1.0 	0.9 	0.8 	0.9 	1.0 	1.0 	0.9 	0.7 	0.7 	0.6 
L,GE10,AVG_3Y,HR	3.0 b	2.2 b	1.4 b	: c	: c	0.4 	0.2 	: 	: 	: 	: 
L,GE10,AVG_3Y,HU	1.1 p	0.8 	0.8 	0.9 	0.8 	0.7 	0.4 	0.4 	0.4 	: 	: 
L,GE10,AVG_3Y,IE	0.8 p	0.7 	0.8 	0.6 	0.4 	0.3 	0.3 	0.3 	0.1 	: 	: 
L,GE10,AVG_3Y,IT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
L,GE10,AVG_3Y,LT	0.4 	0.4 	0.5 	0.5 	0.5 	0.4 	0.4 	0.4 	0.4 	: 	: 
L,GE10,AVG_3Y,LU	2.0 	1.9 	1.6 	1.4 	1.3 	1.5 	1.6 	1.5 	1.5 	: 	: 
L,GE10,AVG_3Y,LV	2.0 	1.9 	2.0 	1.8 	1.5 	0.7 	0.5 	0.6 	1.0 	: 	: 
L,GE10,AVG_3Y,MT	2.5 b	3.4 b	4.0 b	2.9 b	2.6 p	2.8 u	3.3 	2.8 	: 	: 	: 
L,GE10,AVG_3Y,NO	1.7 	1.5 	1.5 	1.6 	1.9 	2.3 	2.3 	: 	: 	: 	: 
L,GE10,AVG_3Y,PL	0.6 	0.5 	0.4 	0.3 	0.3 	0.3 	0.4 	0.4 	: 	: 	: 
L,GE10,AVG_3Y,PT	: c	: c	: c	: c	: c	: c	: c	0.3 	0.2 	: 	: 
L,GE10,AVG_3Y,RO	1.1 	1.0 	1.0 	0.8 	0.6 	0.5 	0.4 	0.3 	: 	: 	: 
L,GE10,AVG_3Y,SE	2.3 	2.1 	1.9 	1.8 	1.7 	1.7 	1.5 	1.4 	: 	: 	: 
L,GE10,AVG_3Y,SI	0.9 u	0.8 b	0.8 b	0.7 b	0.6 	0.6 	0.5 	0.5 	0.6 	: 	: 
L,GE10,AVG_3Y,SK	0.2 	0.1 	0.2 	0.2 	0.2 	0.4 	0.4 	0.5 	0.6 	: 	: 
L,GE10,AVG_A,BE	3.0 	2.2 	2.1 	1.7 	2.0 	1.6 b	2.0 b	: 	: 	: 	: 
L,GE10,AVG_A,BG	0.3 p	0.3 p	0.2 	0.5 	0.2 	0.5 	0.4 	1.8 	0.4 	0.4 	: 
L,GE10,AVG_A,CY	3.6 	1.7 	1.4 	0.5 	0.5 	0.0 	0.0 	0.0 	1.5 	0.4 	: 
L,GE10,AVG_A,CZ	18.6 	15.4 	10.1 	6.5 	4.9 	6.4 	6.0 	4.6 	5.2 	8.8 	19.2 
L,GE10,AVG_A,DE	1.8 	1.4 	1.5 	1.1 	1.1 	2.5 	0.9 	0.9 	: 	: 	: 
L,GE10,AVG_A,DK	1.1 p	1.5 	1.4 	1.0 	1.0 	1.2 	0.9 	0.7 	1.2 	: 	: 
L,GE10,AVG_A,EE	1.3 	0.7 	0.6 	0.4 	0.1 	0.3 	0.7 	0.7 	0.5 	0.3 	1.0 
L,GE10,AVG_A,EL	7.3 	6.1 	0.0 	0.0 	6.3 	: 	: 	: 	2.5 	2.2 	: 
L,GE10,AVG_A,ES	1.0 p	0.7 	0.6 	0.8 	0.7 	0.5 b	0.3 	0.3 	0.6 	0.4 	: 
L,GE10,AVG_A,FI	3.2 	0.6 	2.3 	1.7 	6.7 	2.4 b	1.2 	2.2 	3.6 	1.3 	: 
L,GE10,AVG_A,FR	1.0 	1.2 	1.1 	0.8 	0.9 	0.8 	1.2 	1.1 	0.7 	0.8 	0.7 
L,GE10,AVG_A,HR	3.1 	3.0 	3.0 b	0.5 	0.6 	: c	: c	0.0 	0.2 	: 	: 
L,GE10,AVG_A,HU	1.5 p	0.8 	1.0 	0.6 	0.9 	1.2 	0.4 	0.5 	0.4 	0.4 	0.6 
L,GE10,AVG_A,IE	0.7 p	1.0 	0.6 	0.6 	1.2 	0.0 	0.0 	1.0 	0.0 	0.0 	0.2 
L,GE10,AVG_A,IT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
L,GE10,AVG_A,LT	0.5 	0.3 	0.4 	0.5 	0.6 	0.4 	0.3 	0.4 	0.4 	0.3 	0.5 
L,GE10,AVG_A,LU	2.1 	1.9 	2.0 	1.9 	1.0 	1.3 	1.6 	1.5 	1.6 	1.4 	1.4 
L,GE10,AVG_A,LV	2.0 	2.3 	1.7 	1.8 	2.5 	1.2 	0.7 	0.3 	0.6 	1.0 	1.3 
L,GE10,AVG_A,MT	2.2 b	1.3 b	3.9 p	4.8 b	3.2 p	0.8 u	3.7 u	3.8 u	2.5 p	2.0 	: 
L,GE10,AVG_A,NO	2.0 	1.6 	1.4 	1.5 	1.5 	1.8 	2.4 	2.6 	1.9 	: 	: 
L,GE10,AVG_A,PL	0.7 	0.6 	0.5 	0.3 	0.3 	0.3 	0.3 	0.4 	0.4 	0.5 	: 
L,GE10,AVG_A,PT	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.4 	0.1 
L,GE10,AVG_A,RO	1.2 	0.9 	1.1 	1.0 	0.8 	0.6 	0.4 	0.5 	0.2 	0.2 	: 
L,GE10,AVG_A,SE	2.3 	2.5 	2.1 	1.8 	1.9 	1.7 	1.6 	1.7 	1.4 	1.1 	: 
L,GE10,AVG_A,SI	0.9 u	1.0 u	0.8 u	0.7 b	0.7 	0.6 	0.5 	0.7 	0.4 	0.5 	1.0 
L,GE10,AVG_A,SK	0.2 	0.1 	0.2 	0.1 	0.3 	0.2 	0.1 	0.9 	0.4 	0.2 	1.3 
L,TOTAL,AVG_3Y,AT	2.1 	1.8 	1.5 	1.9 	2.3 	2.3 	2.2 	1.9 	: 	: 	: 
L,TOTAL,AVG_3Y,BE	3.2 	2.9 	2.6 	2.2 	1.8 	: 	: 	: 	: 	: 	: 
L,TOTAL,AVG_3Y,BG	0.3 p	0.3 p	0.3 	0.6 	0.6 	0.9 	0.7 	0.7 	: 	: 	: 
L,TOTAL,AVG_3Y,CH	0.7 	0.5 	0.4 	0.4 	0.3 	0.3 	0.3 	0.3 	0.4 	0.4 	0.5 
L,TOTAL,AVG_3Y,CY	1.3 	0.7 	0.3 	0.2 	0.1 	0.8 	1.2 	1.3 	: 	: 	: 
L,TOTAL,AVG_3Y,CZ	17.3 	13.6 	9.5 	7.6 	6.9 	6.5 	6.1 	7.1 	12.2 	: 	: 
L,TOTAL,AVG_3Y,DE	1.4 	1.3 	1.4 	1.5 	1.3 	1.2 	: 	: 	: 	: 	: 
L,TOTAL,AVG_3Y,DK	1.1 p	1.1 	0.9 	1.0 	0.9 	0.9 	0.9 	: 	: 	: 	: 
L,TOTAL,AVG_3Y,EA	1.4 e	1.3 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 
L,TOTAL,AVG_3Y,EA19	1.4 e	1.3 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 
L,TOTAL,AVG_3Y,EE	0.6 	0.7 	0.4 	0.4 	0.7 	1.0 	1.1 	0.8 	0.7 	: 	: 
L,TOTAL,AVG_3Y,EL	7.7 	5.6 	3.3 	: 	: 	: 	: 	: 	: 	: 	: 
L,TOTAL,AVG_3Y,ES	0.6 p	0.5 	0.6 	0.5 b	0.6 b	0.5 b	0.6 	0.5 	: 	: 	: 
L,TOTAL,AVG_3Y,EU	1.8 	1.6 	1.5 	: 	: 	: 	: 	: 	: 	: 	: 
L,TOTAL,AVG_3Y,EU27	1.8 	1.6 	1.5 	: 	: 	: 	: 	: 	: 	: 	: 
L,TOTAL,AVG_3Y,EU28	1.8 	1.6 	1.5 	: 	: 	: 	: 	: 	: 	: 	: 
L,TOTAL,AVG_3Y,FI	2.6 	3.0 	4.3 	3.6 b	4.0 b	3.1 b	3.3 	2.3 	: 	: 	: 
L,TOTAL,AVG_3Y,HR	1.3 b	0.9 b	0.6 b	0.4 	0.3 	: 	: 	: 	: 	: 	: 
L,TOTAL,AVG_3Y,HU	1.2 p	0.8 	0.9 	0.9 	0.8 	0.6 	0.4 	0.4 	0.4 	: 	: 
L,TOTAL,AVG_3Y,IE	0.7 p	0.7 	0.7 	0.5 	0.4 	0.4 	0.5 	0.5 	0.4 	: 	: 
L,TOTAL,AVG_3Y,LT	0.6 	0.5 	0.5 	0.4 	0.5 	0.5 	0.5 	0.4 	0.4 	: 	: 
L,TOTAL,AVG_3Y,LU	1.5 	1.4 	1.3 	1.2 	1.2 	1.2 	1.3 	1.1 	0.9 	: 	: 
L,TOTAL,AVG_3Y,LV	1.1 	1.1 	1.2 	1.1 	0.9 	0.5 	0.4 	0.5 	0.8 	: 	: 
L,TOTAL,AVG_3Y,MK	0.9 	0.9 	0.5 	0.5 	0.7 	: 	: 	: 	: 	: 	: 
L,TOTAL,AVG_3Y,NL	2.2 p	1.9 p	1.6 p	1.3 p	1.1 	1.1 	1.4 	1.6 	2.2 	3.1 	3.9 
L,TOTAL,AVG_3Y,NO	2.1 	2.2 	1.9 	1.7 	1.8 	2.5 	2.7 	2.8 	: 	: 	: 
L,TOTAL,AVG_3Y,PL	0.7 	0.5 	0.4 	0.4 	0.4 	0.4 	0.4 	0.5 	: 	: 	: 
L,TOTAL,AVG_3Y,PT	: c	: c	: c	: c	: c	: c	: c	0.4 	0.2 	: 	: 
L,TOTAL,AVG_3Y,RO	0.9 	0.9 	0.8 	0.7 	0.5 	0.5 	0.3 	0.3 	: 	: 	: 
L,TOTAL,AVG_3Y,SE	2.1 	2.0 	2.0 	1.9 	1.7 	1.5 	1.4 	1.2 	: 	: 	: 
L,TOTAL,AVG_3Y,SI	1.5 u	: c	: c	: c	0.9 	0.9 	0.8 	0.8 	0.9 	: 	: 
L,TOTAL,AVG_3Y,SK	0.4 	0.3 	0.3 	0.2 	0.3 	0.4 	0.5 	0.4 	0.5 	: 	: 
L,TOTAL,AVG_3Y,UK	2.1 p	2.1 	2.1 	2.0 	1.7 	1.4 	1.4 	1.3 	1.6 	1.8 	2.2 
L,TOTAL,AVG_A,AT	2.1 	2.7 	1.4 	1.2 	1.8 	2.8 	2.4 	1.9 	2.4 	1.5 	: 
L,TOTAL,AVG_A,BE	3.8 	2.9 	2.7 	2.9 	2.1 	1.5 b	1.8 b	: 	: 	: 	: 
L,TOTAL,AVG_A,BG	0.3 p	0.3 p	0.2 	0.4 	0.4 	0.9 	0.4 	1.4 	0.4 	0.4 	: 
L,TOTAL,AVG_A,CH	1.0 	0.6 	0.4 	0.5 	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	0.5 
L,TOTAL,AVG_A,CY	2.1 	1.5 	0.3 	0.2 	0.4 	0.0 	0.0 	2.5 	1.2 	0.4 	: 
L,TOTAL,AVG_A,CZ	20.7 	18.2 	13.1 	9.4 	6.2 	7.1 	7.3 	5.1 	6.0 	10.3 	20.2 
L,TOTAL,AVG_A,DE	1.5 	1.0 	1.6 	1.3 	1.3 	1.9 	0.8 	1.0 	: 	: 	: 
L,TOTAL,AVG_A,DK	1.0 p	1.4 	1.0 	0.8 	0.8 	1.3 	0.7 	0.8 	1.2 	: 	: 
L,TOTAL,AVG_A,EA	1.5 e	1.3 e	1.4 e	1.2 e	1.2 e	: 	: 	: 	: 	: 	: 
L,TOTAL,AVG_A,EA19	1.5 e	1.3 e	1.4 e	1.2 e	1.2 e	: 	: 	: 	: 	: 	: 
L,TOTAL,AVG_A,EE	0.3 	0.8 	0.7 	0.5 	0.2 	0.5 	1.4 	1.2 	0.7 	0.5 	0.8 
